time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-06-15,21.9,16.3,27.5,0.0,,11.0,9.7,31.5,1011.6,
2023-06-16,23.9,16.2,27.8,0.0,,1.0,11.4,35.2,1010.9,
2023-06-17,22.7,15.5,28.9,0.0,,28.0,10.2,35.2,1009.3,
2023-06-18,22.6,14.7,28.6,0.0,,36.0,7.7,33.3,1012.3,
2023-06-19,21.2,14.8,26.7,0.0,,68.0,6.7,29.6,1015.5,
2023-06-20,22.1,14.0,29.3,0.2,,274.0,6.1,27.8,1014.2,
2023-06-21,23.5,17.3,28.5,0.6,,346.0,7.4,29.6,1014.9,
2023-06-22,22.0,13.7,27.8,0.0,,140.0,4.8,20.4,1019.7,
2023-06-23,23.6,18.4,30.6,7.7,,206.0,10.0,37.0,1015.4,
2023-06-24,26.0,19.5,30.7,0.0,,288.0,6.3,31.5,1012.1,
2023-06-25,23.2,19.7,27.4,0.0,,38.0,7.5,25.9,1011.5,
2023-06-26,16.2,15.1,17.7,5.6,,67.0,11.4,35.2,1008.0,
2023-06-27,16.9,14.8,19.5,5.8,,265.0,8.6,33.3,1004.9,
2023-06-28,17.1,13.1,20.7,0.8,,190.0,6.6,25.9,1007.8,
2023-06-29,19.4,15.3,23.7,0.5,,198.0,12.0,38.9,1006.1,
2023-06-30,18.9,16.2,22.8,0.0,,256.0,13.2,40.8,1002.1,
2023-07-01,21.2,13.7,27.6,0.0,,273.0,11.0,37.0,1005.0,
2023-07-02,24.1,19.5,30.5,0.6,,239.0,8.0,33.3,1006.6,
2023-07-03,24.0,20.0,29.3,12.4,,257.0,7.0,27.8,1010.1,
2023-07-04,25.0,18.7,31.0,1.7,,4.0,4.6,20.4,1015.1,
2023-07-05,25.3,19.7,31.9,0.1,,54.0,7.0,22.2,1016.3,
2023-07-06,27.0,21.7,31.9,0.0,,69.0,10.7,31.5,1015.6,
2023-07-07,29.1,23.1,34.2,0.0,,67.0,9.2,31.5,1013.0,
2023-07-08,22.9,20.4,29.3,19.1,,22.0,12.7,31.5,1008.6,
2023-07-09,19.3,18.4,20.4,31.0,,325.0,15.1,40.8,1006.6,
2023-07-10,19.7,15.9,25.5,1.7,,299.0,12.3,38.9,1008.5,
2023-07-11,19.1,15.2,23.3,1.1,,300.0,9.4,35.2,1010.1,
2023-07-12,18.1,14.1,22.1,0.0,,287.0,8.0,35.2,1013.6,
2023-07-13,20.7,13.6,27.5,0.3,,230.0,10.0,37.0,1014.2,
2023-07-14,20.9,19.0,26.7,12.2,,231.0,9.2,33.3,1009.0,
2023-07-15,21.5,17.2,26.5,0.2,,290.0,12.9,42.6,1012.7,
2023-07-16,21.2,15.4,26.6,0.3,,297.0,8.8,35.2,1016.3,
2023-07-17,22.8,16.5,28.7,0.0,,297.0,7.9,29.6,1016.6,
2023-07-18,22.9,16.4,30.5,2.7,,253.0,8.2,31.5,1012.4,
2023-07-19,20.3,14.9,24.6,0.0,,278.0,10.1,38.9,1010.8,
2023-07-20,21.6,15.2,28.1,0.0,,226.0,6.3,25.9,1009.8,
2023-07-21,22.0,19.0,25.7,0.3,,266.0,10.3,37.0,1009.3,
2023-07-22,20.4,15.2,26.1,0.8,,281.0,6.2,24.1,1015.0,
2023-07-23,21.0,16.3,26.3,1.4,,10.0,8.9,27.8,1012.0,
2023-07-24,20.8,14.9,25.8,0.0,,281.0,6.0,25.9,1013.4,
2023-07-25,23.1,15.8,30.2,0.0,,178.0,11.0,35.2,1009.7,
2023-07-26,26.2,20.5,31.9,0.2,,163.0,15.4,46.3,1005.6,
2023-07-27,26.0,21.3,33.8,19.0,,140.0,11.5,38.9,1003.7,
2023-07-28,19.5,18.3,25.0,41.9,,341.0,10.1,37.0,1001.5,
2023-07-29,21.1,16.5,25.3,0.0,,280.0,16.6,44.5,1007.1,
2023-07-30,21.7,16.9,27.1,0.0,,282.0,6.6,29.6,1010.6,
2023-07-31,20.2,17.6,27.7,4.4,,123.0,5.5,27.8,1010.6,
2023-08-01,23.5,18.2,30.7,7.2,,75.0,3.5,20.4,1010.3,
2023-08-02,23.8,18.4,30.0,0.1,,90.0,4.9,24.1,1008.4,
2023-08-03,24.2,19.9,30.6,0.6,,200.0,4.3,24.1,1009.2,
2023-08-04,24.6,18.8,30.3,0.0,,292.0,4.5,24.1,1014.6,
2023-08-05,26.5,18.4,32.4,0.0,,56.0,6.3,27.8,1017.3,
2023-08-06,29.0,22.0,35.7,0.0,,74.0,14.0,46.3,1012.1,
2023-08-07,28.4,23.6,35.5,8.8,,125.0,16.7,46.3,1004.5,
2023-08-08,22.4,18.3,27.2,0.0,,309.0,9.1,27.8,1011.1,
2023-08-09,21.3,17.7,25.9,1.7,,325.0,9.1,27.8,1015.3,
2023-08-10,22.6,15.7,29.1,0.3,,23.0,12.4,35.2,1018.0,
2023-08-11,21.2,19.5,22.7,29.0,,67.0,8.5,27.8,1014.1,
2023-08-12,20.3,18.4,24.5,0.1,,225.0,9.6,33.3,1013.7,
2023-08-13,20.7,14.5,27.2,0.0,,246.0,7.1,31.5,1019.3,
2023-08-14,22.5,15.4,28.8,0.0,,286.0,5.1,24.1,1022.4,
2023-08-15,24.4,16.6,31.1,0.0,,301.0,4.9,25.9,1023.0,
2023-08-16,24.7,18.3,30.1,0.0,,358.0,7.2,29.6,1021.4,
2023-08-17,22.9,16.6,29.5,0.0,,19.0,8.3,27.8,1020.7,
2023-08-18,24.5,16.9,31.3,0.3,,16.0,8.7,29.6,1020.4,
2023-08-19,27.0,18.7,34.8,0.0,,23.0,8.0,27.8,1019.9,
2023-08-20,26.9,18.5,35.3,0.0,,344.0,4.4,20.4,1017.9,
2023-08-21,23.1,18.3,30.4,3.5,,318.0,5.8,27.8,1014.6,
2023-08-22,21.0,17.2,26.8,0.5,,272.0,10.4,40.8,1013.4,
2023-08-23,20.2,16.4,25.5,0.0,,286.0,11.0,37.0,1014.4,
2023-08-24,19.8,13.9,25.8,0.0,,291.0,6.8,33.3,1015.6,
2023-08-25,20.7,14.3,25.6,0.0,,308.0,5.6,27.8,1015.1,
2023-08-26,21.5,14.0,27.6,0.0,,152.0,5.7,20.4,1017.0,
2023-08-27,25.5,20.0,31.5,0.0,,268.0,6.5,24.1,1011.3,
2023-08-28,24.8,19.1,31.0,0.0,,317.0,6.0,29.6,1008.8,
2023-08-29,22.0,18.3,28.0,0.0,,89.0,6.9,24.1,1011.5,
2023-08-30,23.0,17.6,29.7,0.0,,101.0,8.5,25.9,1013.6,
2023-08-31,23.3,14.9,30.9,0.0,,96.0,8.0,31.5,1013.5,
2023-09-01,22.6,17.7,31.8,1.1,,123.0,5.9,25.9,1012.9,
2023-09-02,20.0,17.1,25.7,0.0,,308.0,10.4,35.2,1017.3,
2023-09-03,19.9,13.2,26.5,0.0,,2.0,7.1,27.8,1019.5,
2023-09-04,20.7,13.6,27.0,0.0,,11.0,11.5,37.0,1017.5,
2023-09-05,20.5,16.1,25.5,7.4,,17.0,10.6,31.5,1019.9,
2023-09-06,19.9,14.3,26.6,0.0,,320.0,6.9,25.9,1020.2,
2023-09-07,16.7,13.8,22.1,0.0,,353.0,10.8,33.3,1021.9,
2023-09-08,15.1,8.2,21.5,0.0,,301.0,8.5,35.2,1021.4,
2023-09-09,12.9,10.8,16.8,0.0,,3.0,9.0,31.5,1018.8,
2023-09-10,14.8,8.5,21.0,0.0,,321.0,7.3,29.6,1022.0,
2023-09-11,15.5,10.7,22.9,0.0,,330.0,4.9,29.6,1019.3,
2023-09-12,16.5,11.4,23.3,0.0,,16.0,4.9,27.8,1018.6,
2023-09-13,15.2,7.8,22.8,0.0,,31.0,3.9,27.8,1020.1,
2023-09-14,15.3,7.7,23.6,0.0,,74.0,5.8,27.8,1019.0,
2023-09-15,13.8,11.9,15.5,5.2,,70.0,9.6,,1019.0,
2023-09-16,15.4,7.1,24.1,0.0,,5.0,6.1,,1024.3,
2023-09-17,16.2,9.0,24.6,0.0,,13.0,4.2,,1026.4,
2023-09-18,16.4,9.5,24.9,0.0,,324.0,2.4,,1024.7,
2023-09-19,17.2,9.0,25.7,0.0,,135.0,5.3,,1022.1,
2023-09-20,19.4,11.1,26.7,0.0,,120.0,6.9,,1021.0,
2023-09-21,19.4,12.4,26.7,0.0,,95.0,5.9,,1021.2,
2023-09-22,19.2,10.9,27.4,0.0,,93.0,9.9,,1022.6,
2023-09-23,20.2,15.3,27.0,0.0,,92.0,11.7,,1023.7,
2023-09-24,19.4,12.3,28.3,0.0,,79.0,7.9,,1023.8,
2023-09-25,18.0,8.7,28.2,0.0,,40.0,3.5,,1026.7,
2023-09-26,19.6,13.1,27.6,0.0,,25.0,4.7,,1028.0,
2023-09-27,19.2,10.6,28.3,0.0,,35.0,6.4,,1027.5,
2023-09-28,17.6,14.0,26.7,0.0,,48.0,8.1,,1026.6,
2023-09-29,16.9,10.1,26.6,0.0,,27.0,4.2,,1025.0,
2023-09-30,16.3,8.1,27.0,0.0,,32.0,2.1,,1021.2,
2023-10-01,16.7,7.9,27.6,0.0,,319.0,3.1,,1016.1,
2023-10-02,13.5,11.7,16.7,0.5,,323.0,10.7,,1016.1,
2023-10-03,11.8,7.1,18.3,0.0,,310.0,7.2,,1022.4,
2023-10-04,14.6,5.6,23.3,0.0,,216.0,7.5,,1020.7,
2023-10-05,13.6,10.7,19.6,0.0,,283.0,7.1,,1020.6,
2023-10-06,11.2,8.4,16.4,3.6,,255.0,12.4,,1016.1,
2023-10-07,9.2,2.7,13.4,7.4,,229.0,15.8,,1012.1,
2023-10-08,9.0,6.0,11.3,4.0,,262.0,19.0,,1002.6,
2023-10-09,4.9,4.3,7.5,0.0,,267.0,17.3,,1010.9,
2023-10-10,4.4,1.3,10.5,1.3,,277.0,9.9,,1017.5,
2023-10-11,3.7,-2.1,10.8,0.0,,282.0,5.5,,1027.9,
2023-10-12,9.5,3.1,15.8,0.0,,187.0,19.7,,1022.2,
2023-10-13,10.8,9.4,16.1,2.0,,233.0,8.1,,1017.7,
2023-10-14,13.0,7.5,19.9,0.0,,173.0,7.2,,1019.7,
2023-10-15,14.1,8.9,20.9,0.0,,169.0,8.9,,1011.4,
2023-10-16,8.9,4.9,14.1,12.2,,265.0,13.2,,1004.3,
2023-10-17,6.2,3.7,9.0,0.3,,260.0,16.6,,1016.0,
2023-10-18,6.1,0.2,12.3,0.0,,231.0,8.8,,1019.5,
2023-10-19,7.8,4.5,12.0,0.5,,199.0,9.1,,1014.5,
2023-10-20,11.0,8.0,14.4,21.5,,171.0,12.7,,1007.8,
2023-10-21,10.7,7.0,15.7,3.3,,56.0,11.3,,1010.3,
2023-10-22,8.3,6.0,11.1,0.0,,105.0,16.2,,1018.8,
2023-10-23,14.4,10.4,21.0,0.7,,226.0,11.4,,1010.5,
2023-10-24,11.0,8.5,14.1,1.2,,287.0,12.0,,1013.0,
2023-10-25,6.1,2.9,8.0,11.3,,65.0,10.8,,1014.3,
2023-10-26,7.8,6.5,8.6,29.7,,97.0,14.4,,1003.9,
2023-10-27,9.7,7.7,15.2,6.4,,124.0,8.9,,1001.3,
2023-10-28,13.9,9.6,18.1,4.1,,201.0,23.0,,995.0,
2023-10-29,9.6,6.0,12.9,0.0,,269.0,14.6,,1012.5,
2023-10-30,12.2,4.9,19.2,0.0,,168.0,11.7,,1019.9,
2023-10-31,14.3,9.9,21.5,0.0,,180.0,10.3,,1017.5,
2023-11-01,14.0,8.9,19.1,10.6,,138.0,10.2,,1011.0,
2023-11-02,10.1,5.5,13.5,2.1,,259.0,11.2,,1010.7,
2023-11-03,6.6,1.9,10.7,0.0,,62.0,8.9,,1015.8,
2023-11-04,11.6,9.6,14.8,0.5,,112.0,17.9,,1011.0,
2023-11-05,13.5,11.0,15.5,1.6,,141.0,14.9,,1004.0,
2023-11-06,12.2,10.4,14.2,1.4,,199.0,12.4,,1002.8,
2023-11-07,10.2,7.4,14.9,0.0,,243.0,11.9,,1015.3,
2023-11-08,9.0,5.5,12.0,9.6,,159.0,9.6,,1014.5,
2023-11-09,7.7,7.0,10.8,8.9,,283.0,16.2,,1009.9,
2023-11-10,5.5,3.3,9.1,0.0,,234.0,7.3,,1023.3,
2023-11-11,5.2,2.1,8.3,2.8,,103.0,16.2,,1016.4,
2023-11-12,10.0,7.4,14.1,7.6,,169.0,22.6,,998.9,
2023-11-13,7.2,4.6,8.6,0.0,,224.0,14.3,,1010.8,
2023-11-14,5.5,0.8,9.6,3.8,,194.0,8.9,,1010.3,
2023-11-15,8.2,5.6,10.1,4.6,,226.0,10.8,,1003.1,
2023-11-16,7.1,5.7,9.4,2.3,,235.0,5.2,,1006.7,
2023-11-17,4.4,2.9,5.4,1.5,,346.0,9.5,,1014.2,
2023-11-18,1.2,-1.5,2.7,0.0,,52.0,15.1,,1020.7,
2023-11-19,-0.5,-2.1,1.2,0.5,,35.0,17.0,,1016.8,
2023-11-20,-2.1,-3.0,-0.9,9.1,99.0,2.0,15.1,,1006.3,
2023-11-21,-4.8,-9.0,-1.6,0.0,71.0,312.0,10.7,,1014.2,
2023-11-22,-5.5,-9.5,-3.0,0.2,71.0,301.0,4.6,,1020.4,
2023-11-23,-5.7,-7.7,-2.6,0.5,,242.0,15.5,,1013.9,
2023-11-24,2.7,-4.8,3.9,1.7,30.0,219.0,19.2,,991.0,
2023-11-25,1.2,-0.8,3.3,0.5,10.0,256.0,8.0,,999.0,
2023-11-26,2.6,0.8,7.5,25.7,,49.0,16.0,,988.5,
2023-11-27,0.8,-2.2,7.0,5.3,,199.0,25.1,,987.7,
2023-11-28,-2.0,-4.3,0.7,0.1,30.0,180.0,14.6,,1009.8,
2023-11-29,3.1,-0.3,6.3,17.0,,133.0,22.5,,1003.4,
2023-11-30,-1.0,-3.3,1.0,0.0,,215.0,12.6,,1014.3,
2023-12-01,-0.1,-3.9,3.9,8.9,10.0,174.0,14.0,,1008.6,
2023-12-02,-0.1,-0.5,0.8,0.4,,56.0,10.2,,1010.2,
2023-12-03,1.9,-0.8,6.4,1.0,10.0,203.0,16.7,,1006.3,
2023-12-04,-2.6,-4.4,-0.6,0.0,,272.0,12.0,,1021.4,
2023-12-05,-2.3,-3.6,-1.7,0.0,,244.0,6.7,,1027.4,
2023-12-06,-2.8,-4.3,-0.8,0.0,,67.0,13.2,,1027.7,
2023-12-07,-2.6,-3.9,-1.9,0.8,10.0,73.0,16.1,,1027.7,
2023-12-08,-3.4,-4.0,-2.6,2.8,10.0,75.0,22.0,,1027.0,
2023-12-09,-3.6,-4.4,-2.9,3.8,,66.0,14.0,,1023.8,
2023-12-10,-3.5,-4.4,-2.6,0.6,,87.0,13.1,,1022.8,
2023-12-11,-2.9,-4.3,-0.7,1.7,,111.0,13.1,,1021.8,
2023-12-12,-0.8,-2.8,0.6,11.9,150.0,113.0,15.1,,1016.9,
2023-12-13,-5.7,-7.7,-2.9,0.1,,103.0,15.2,,1020.2,
2023-12-14,-3.8,-8.0,1.5,14.9,,113.0,20.7,,1016.3,
2023-12-15,-1.9,-5.7,2.2,2.3,,269.0,13.0,,1016.5,
2023-12-16,-2.3,-4.0,0.0,0.0,140.0,265.0,9.3,,1029.2,
2023-12-17,0.1,-3.8,2.3,1.0,,226.0,13.2,,1024.5,
2023-12-18,2.5,1.6,2.8,1.7,99.0,260.0,10.4,,1019.0,
2023-12-19,2.9,2.3,4.1,0.0,,228.0,10.8,,1019.2,
2023-12-20,5.9,3.5,8.3,0.0,20.0,201.0,16.9,,1011.7,
2023-12-21,5.4,1.4,7.3,0.0,,209.0,9.7,,1004.0,
2023-12-22,3.0,0.3,5.2,1.9,,142.0,9.5,,993.5,
2023-12-23,1.6,0.2,3.5,0.8,,238.0,9.8,,988.8,
2023-12-24,0.1,-1.5,0.5,0.5,,246.0,13.6,,996.1,
2023-12-25,-6.9,-8.3,-5.7,2.0,,214.0,15.2,,999.7,
2023-12-26,4.2,2.7,5.5,1.8,,245.0,19.8,,1003.1,
2023-12-27,5.4,2.2,7.6,0.5,,255.0,21.1,,1006.4,
2023-12-28,1.4,0.1,2.9,0.0,,261.0,15.0,,1020.2,
2023-12-29,3.4,0.8,5.3,0.0,,220.0,13.9,,1015.0,
2023-12-30,4.5,1.7,6.2,0.0,,213.0,12.0,,1013.0,
2023-12-31,4.1,2.8,6.0,0.0,,251.0,16.1,,1012.0,
2024-01-01,1.8,-0.7,5.0,0.5,,190.0,10.5,,1015.8,
2024-01-02,3.2,-2.6,6.3,0.8,,219.0,17.2,,1004.1,
2024-01-03,-7.1,-8.9,-4.9,0.3,10.0,359.0,12.0,,1009.4,
2024-01-04,-6.4,-7.2,-3.7,9.9,79.0,69.0,11.3,,1001.1,
2024-01-05,-4.9,-7.5,-2.0,1.8,79.0,33.0,9.8,,1005.5,
2024-01-06,-4.5,-7.4,-1.1,0.4,,210.0,8.7,,1017.2,
2024-01-07,-6.7,-12.2,-1.3,0.0,,33.0,15.9,,1018.1,
2024-01-08,-14.2,-15.6,-12.9,0.0,79.0,35.0,20.6,,1022.7,
2024-01-09,-14.4,-18.7,-9.4,0.0,79.0,303.0,10.9,,1026.5,
2024-01-10,-4.2,-12.4,-1.2,0.5,79.0,266.0,14.7,,1019.9,
2024-01-11,-2.0,-2.7,-1.3,1.0,79.0,246.0,19.4,,1007.6,
2024-01-12,-10.9,-13.1,-9.2,0.1,89.0,305.0,14.3,,1012.3,
2024-01-13,-13.5,-17.1,-8.0,0.0,89.0,143.0,7.6,,1018.0,
2024-01-14,-8.3,-13.6,-4.9,1.1,,139.0,14.2,,1011.9,
2024-01-15,-2.8,-5.8,-1.3,2.0,119.0,174.0,11.8,,1004.4,
2024-01-16,0.1,-3.1,2.3,5.1,89.0,222.0,13.6,,1000.3,
2024-01-17,-7.2,-11.4,-3.0,0.0,99.0,255.0,11.6,,1017.5,
2024-01-18,-3.3,-11.6,4.4,4.7,,127.0,18.7,,1012.2,
2024-01-19,4.2,2.1,5.7,20.1,61.0,281.0,9.1,,1002.9,
2024-01-20,-2.1,-5.5,1.3,7.8,,322.0,16.3,,1015.5,
2024-01-21,-5.3,-7.5,-3.1,0.0,89.0,49.0,5.8,,1029.9,
2024-01-22,-6.8,-8.8,-4.0,0.0,99.0,86.0,6.6,,1039.2,
2024-01-23,-6.1,-8.9,-3.8,0.0,99.0,162.0,12.2,,1033.4,
2024-01-24,-3.4,-6.7,-1.8,0.0,,172.0,11.6,,1024.7,
2024-01-25,-0.9,-2.6,0.7,1.8,79.0,148.0,12.6,,1008.2,
2024-01-26,1.2,0.6,2.5,1.5,79.0,175.0,2.7,,1009.1,
2024-01-27,1.5,0.8,2.7,0.5,30.0,352.0,1.8,,1015.8,
2024-01-28,1.0,-0.1,1.8,0.0,30.0,358.0,8.6,,1027.6,
2024-01-29,0.1,-2.6,1.7,0.0,30.0,342.0,8.0,,1038.4,
2024-01-30,-0.7,-3.6,2.4,0.0,20.0,262.0,10.7,,1037.4,
2024-01-31,0.5,-2.8,5.4,0.0,20.0,242.0,6.5,,1030.5,
2024-02-01,1.5,-1.3,4.8,0.0,20.0,241.0,12.6,,1018.2,
2024-02-02,1.3,-1.3,3.6,0.0,20.0,261.0,16.3,,1011.6,
2024-02-03,0.0,-2.0,1.6,2.3,10.0,221.0,16.0,,1007.3,
2024-02-04,2.9,0.8,4.8,1.0,10.0,250.0,17.7,,1000.1,
